,1AHW_AB_C,1BJ1_HL_VW,1CZ8_HL_VW,1DQJ_AB_C,1DVF_AB_CD,1JRH_LH_I,1KIP_AB_C,1KIQ_AB_C,1KIR_AB_C,1MHP_HL_A,1MLC_AB_E,1N8Z_AB_C,1NCA_N_LH,1NMB_N_LH,1VFB_AB_C,1XGP_AB_C,1XGQ_AB_C,1XGR_AB_C,1XGT_AB_C,1XGU_AB_C,1YQV_HL_Y,1YY9_CD_A,2B2X_HL_A,2BDN_HL_A,2JEL_LH_P,2NY7_HL_G,2NYY_DC_A,2NZ9_DC_A,2VIR_AB_C,2VIS_AB_C,3BDY_HL_V,3BE1_HL_A,3BN9_B_CD,3G6D_LH_A,3HFM_HL_Y,3IDX_HL_G,3L5X_A_HL,3LZF_AB_HL,3N85_A_LH,3NGB_HL_G,3NPS_A_BC,3SE8_HL_G,3SE9_HL_G,3W2D_A_HL,4GXU_ABCDEF_MN,4I77_HL_Z,4JPK_HL_A,4KRL_A_B,4KRO_A_B,4KRP_A_B,4NM8_ABCDEF_HL,4U6H_AB_E,4ZS6_HL_A,5C6T_HL_A
2NYY_DC_A,0.42683461450160676,0.3049205357087125,0.3407530995215657,0.3528274583038942,0.3205649595071945,0.3456395735489504,0.35047551169715924,0.35033763311797766,0.34823291293107284,0.36077668163572024,0.3505253539456044,0.24928247248395916,0.324715500925267,0.3233828169277414,0.35984092074122254,0.3532545830929358,0.35417307542202875,0.3532563691647209,0.35326884201698916,0.36723779733415945,0.3560680925176468,0.2920315200997213,0.3491569387668824,0.3791275507134418,0.36658911194903393,0.34448608626871713,1.0,0.9942232441405913,0.3209118181449258,0.3256342294820984,0.37931920351774534,0.28368443878042565,0.3087822481665482,0.32812307812424224,0.35161143145329843,0.30150556536341566,0.3878727816442238,0.2947419636160529,0.28480538479121303,0.3495988429710177,0.30854822050553965,0.3525267749145149,0.3510083370829509,0.3078062455565685,0.22057007149832572,0.34059948427375086,0.3532350060607593,0.3637336061688708,0.31307085107622007,0.32369920259528323,0.21968494049903362,0.36211658064632624,0.32409627022520093,0.23442597192367595
2NZ9_DC_A,0.4319793603583117,0.3015069865505746,0.34026870676284093,0.35242712300830636,0.30566849293801573,0.41136969410119667,0.3505777630905015,0.35217210189124076,0.353257913506949,0.36249981260870084,0.3627740502486484,0.2803664069524017,0.3241927456567802,0.3238267126309382,0.35926571206443153,0.35157892711074523,0.35537003812273277,0.35134993234955514,0.3554246957179264,0.3704669817651692,0.3537449818927905,0.29202544633774985,0.34883814438114014,0.3696959801543587,0.361142164255922,0.32588643325721073,0.9942232441405913,1.0,0.3151470820887953,0.3167422884505497,0.37988634069462707,0.2792317651767686,0.30671721150551456,0.32963923610999535,0.37143872014884227,0.3019503119916305,0.38808105395908715,0.31011118508102176,0.2761874727399657,0.35467937438965363,0.3133085486347684,0.3554589852324075,0.35140372850169543,0.3081575262922358,0.21805799450167931,0.3526928885608533,0.35074287603060345,0.36819859002845534,0.31304744554553043,0.3258395235841925,0.21900118487490353,0.3597018050082533,0.28718415747907716,0.25684766842284135
2VIR_AB_C,0.2867085654850122,0.2586769504205579,0.2682918157416315,0.371684775052047,0.33318505785458535,0.41556535138352535,0.3570762841720929,0.35686080712103535,0.3571571752419228,0.3016067164459353,0.36383853311920916,0.31110935692678326,0.3009461157845505,0.29118263272682715,0.35623045079087823,0.3627051325732345,0.36615109913860483,0.35741994945465777,0.35944506123262954,0.3648337295068186,0.3598546359626837,0.26469100553116653,0.2974164651941015,0.27849750218957703,0.3247932172552062,0.27288709047177295,0.3209118181449258,0.3151470820887953,1.0,0.999704420722161,0.2955143946938301,0.29889215468070013,0.26555371676263956,0.32473399876187414,0.36519313967777184,0.29254129304625465,0.3102043299021526,0.9098075962375346,0.3095593208881325,0.2731161537296314,0.26555870709428137,0.26598743959408133,0.2763011446153333,0.35507965559012195,0.9067071256408223,0.3164211407097559,0.2661288613366452,0.28289637464429845,0.24491597597359546,0.2428921920201728,0.9904335468188497,0.2746984083897177,0.2984736721108467,0.26355687562220526
2VIS_AB_C,0.28148987983904794,0.2590405409964345,0.25499837217424054,0.3700778225954281,0.33258319115558477,0.43604769556196715,0.3601578110223628,0.35863204012846317,0.36195007614245783,0.3003790378913904,0.36399272287860057,0.3107861673584144,0.30043402123024565,0.30300102884804986,0.3589077885835175,0.3702762201685256,0.3603831498306705,0.36483053353233047,0.3653507601495331,0.3711846432354211,0.36803639731725246,0.25696877465289436,0.2981398340221316,0.279030229269011,0.3252793760684201,0.2869065847717075,0.3256342294820984,0.3167422884505497,0.999704420722161,1.0,0.2955710295602618,0.30657261571914646,0.254417676876372,0.31718436471303385,0.36457979609812513,0.29286401014698804,0.30979183026015156,0.9090363966538663,0.3090865118736477,0.2821758743660576,0.2641958047439984,0.27577030124658936,0.27641869288078424,0.3538218726688606,0.9062511835993078,0.31693499672130887,0.2617691865190144,0.281912915600043,0.24566240074868353,0.2573178661662732,0.9906860103304508,0.2746160865049173,0.28491864076796636,0.2679252150136901
3BDY_HL_V,0.4040244855424585,0.9252828683970323,0.9292536713744082,0.2725995490001122,0.32836344541921386,0.308781984043534,0.23824900127988496,0.25082366140453166,0.2482176510259937,0.25845970235635046,0.2677441447385624,0.3058543253432464,0.32505157644818006,0.333827001779152,0.2550533485349775,0.2680105473752274,0.249585356414879,0.2531425208271478,0.27701625508930827,0.28508019234408205,0.2631231161833776,0.301378270076027,0.26794757519606743,0.25440825809385575,0.31442964750005,0.30222831463070965,0.37931920351774534,0.37988634069462707,0.2955143946938301,0.2955710295602618,1.0,0.29212015167431443,0.31603097122843815,0.22432831805625036,0.27309708451543074,0.31134007801639574,0.2024161061109458,0.31302189964845534,0.3051284108367664,0.3250352915129497,0.3198110967648932,0.29503547551831777,0.32189899818072515,0.29308214584604486,0.3506041807588857,0.21039139784834976,0.32804413385687475,0.2741445004618021,0.2858095643999773,0.28393999329574593,0.3105429342940711,0.2758987287681767,0.32770699132003817,0.32288041444866256
3BE1_HL_A,0.2873011695221159,0.27265196304149647,0.22821618739228353,0.2705815813221386,0.2749289075835263,0.26196598675108385,0.2801726120389176,0.28297298946793153,0.28195515236792,0.3510704970193451,0.32142315630953916,0.9769792236625133,0.28849263375701906,0.28412115401536625,0.29472593631814714,0.2905729025843275,0.25859597825054265,0.2869828319806083,0.2930865168352262,0.34080738921463777,0.3220364375286235,0.5235788791027347,0.35320670050292713,0.3370587563292879,0.3125571304818137,0.27487073416808927,0.28368443878042565,0.2792317651767686,0.29889215468070013,0.30657261571914646,0.29212015167431443,1.0,0.268382398250932,0.318634738331661,0.2961391657003004,0.2573323255891705,0.33421370631116937,0.23370130697504818,0.9545624956472145,0.25500584390938724,0.2658776066040263,0.2441981932304903,0.24551872593517743,0.285263959123007,0.25561418780078277,0.35248186651261415,0.3011896215178454,0.9080255041929461,0.4791306240920171,0.47929646617760363,0.27634899009203834,0.27029830718206693,0.27594037199929666,0.18097406099686444
3BN9_B_CD,0.26441987452213084,0.2861018953398477,0.2881949418319876,0.37504425902291555,0.3117394970336315,0.4125304993432486,0.3638087174777795,0.32983300926617903,0.3430432965500445,0.3368415818295977,0.33261712576709196,0.28235254081046657,0.3379604331519118,0.3443416344642293,0.3289637668621198,0.3357530826453228,0.33456995738163775,0.3419973043134704,0.33428370718400313,0.33583923611185135,0.33325792215735306,0.24230362692402355,0.31523503817775816,0.4341434053508691,0.4177923556239042,0.3199244258640678,0.3087822481665482,0.30671721150551456,0.26555371676263956,0.254417676876372,0.31603097122843815,0.268382398250932,1.0,0.3141853144869002,0.3327542751785676,0.3243567973269459,0.3226921833883812,0.2714975011877192,0.2666892737747292,0.26113605294650666,0.991290490265128,0.26880243160242057,0.26986965802552726,0.28814661643562517,0.30449375408347784,0.311057257735645,0.3542200905072254,0.26273697637212656,0.25638499655776015,0.25384282316472173,0.3243642416307876,0.2894493342952666,0.2933041430595912,0.2693587350150481
3G6D_LH_A,0.274810715979883,0.2739560943698827,0.27768251332641186,0.2701161000790681,0.32680558853393993,0.2664722090429767,0.26447196952189184,0.30683230768324654,0.29327928807800846,0.3213594963999749,0.27464505456752003,0.30231864951515836,0.3344662544548355,0.3252801367770708,0.270564481038107,0.26922817951980627,0.27203800129149863,0.3084309665975982,0.26908752547648174,0.26822832894796617,0.2697429520935331,0.28275638153533783,0.31384272843394895,0.3547682243469642,0.33938894757499205,0.3662440883134126,0.32812307812424224,0.32963923610999535,0.32473399876187414,0.31718436471303385,0.22432831805625036,0.318634738331661,0.3141853144869002,1.0,0.2842064891695137,0.3219241056698636,0.8590151255680959,0.3473303196144873,0.3192654270456737,0.32903828870579677,0.32161295232343756,0.3248442471115678,0.3866614348954962,0.3036727787937938,0.3497634990492392,0.8710035032534771,0.298835698789322,0.28425266966876356,0.272943963494503,0.27741543764128995,0.34974541726280045,0.34305218573642915,0.31290603449453713,0.3131790650330241
3HFM_HL_Y,0.29308153873064624,0.2496793894919214,0.254479669432911,0.9793455791889748,0.2835943267472514,0.3212584203287365,0.9672750791739438,0.9671737846125386,0.9650013347543897,0.3349428023410347,0.973913217985607,0.2858327135640637,0.29788320595490364,0.34053970680007717,0.9656635706229011,0.9773793000398479,0.9748080787604126,0.9760583211363637,0.9767959760858993,0.9792588417981454,0.9776591413513025,0.29871905370346047,0.31957570554843107,0.33177572245054526,0.3654435157227946,0.2832716690123182,0.35161143145329843,0.37143872014884227,0.36519313967777184,0.36457979609812513,0.27309708451543074,0.2961391657003004,0.3327542751785676,0.2842064891695137,1.0,0.2723125482500035,0.28546645922827113,0.3334707897557034,0.31120564100687653,0.28154264341168467,0.3303778294015635,0.2849507372932745,0.28319508407003124,0.3035493053911745,0.3332536106839133,0.29253889290654916,0.30378093438717146,0.29572499712448524,0.2736763669110824,0.27054088633792106,0.36973900213207755,0.32502231410787275,0.34493467417582513,0.29861356292927876
3IDX_HL_G,0.3137011262649402,0.2875021434634848,0.2864006393217134,0.2951773929491865,0.3358615012237434,0.4469622649178357,0.3071980310442189,0.3011966115638637,0.26743753280134525,0.33408746463050026,0.30577263990094156,0.28696073036098824,0.2896319025400335,0.31346245574445253,0.3068977443081129,0.28606175843412796,0.2891881138467264,0.2903218607709148,0.2895823943427546,0.29131630984744006,0.27077754975516993,0.2616812590887691,0.3394974206408175,0.3024977169830548,0.32906400128801366,0.8134277699300465,0.30150556536341566,0.3019503119916305,0.29254129304625465,0.29286401014698804,0.31134007801639574,0.2573323255891705,0.3243567973269459,0.3219241056698636,0.2723125482500035,1.0,0.357647085001959,0.22571677433102566,0.2772122021957121,0.7940555546154386,0.3216627019859448,0.7950501611581595,0.7951405133915808,0.28581782095123737,0.3387110574208823,0.3485075895841287,0.6614812964378348,0.32400968819283865,0.25832394212559545,0.22102652269422343,0.32346407202130356,0.3157441272235148,0.25918114851437507,0.2108407610533455
3L5X_A_HL,0.2706970767977488,0.26498120483406845,0.2699955698728286,0.3169886325528908,0.3278239000760293,0.23057401812508854,0.2908572799328212,0.27832255363920183,0.2775348656367911,0.3292917298874311,0.2859660897151038,0.3099927793957965,0.35959698885015834,0.34331144965708027,0.27316455029209613,0.26652395725385464,0.2874391667872644,0.2781854789638321,0.27426233753087165,0.2577664873490308,0.3126066377092602,0.2843289505079474,0.3284059388617786,0.3686633673958298,0.3389627142180948,0.37428672994119505,0.3878727816442238,0.38808105395908715,0.3102043299021526,0.30979183026015156,0.2024161061109458,0.33421370631116937,0.3226921833883812,0.8590151255680959,0.28546645922827113,0.357647085001959,1.0,0.3141140717810396,0.32787086000925747,0.2892842941955949,0.2991191092314452,0.34724764449930473,0.34870933962865036,0.3170580576778431,0.37270844081288973,0.9399642608993591,0.28087694838124705,0.30676455317138673,0.2773114627615273,0.2814926814309251,0.417857979914527,0.33250591789310585,0.28953306611359264,0.2970922596303452
3LZF_AB_HL,0.25981690527064294,0.32548310888930343,0.32747924909213477,0.3077289046077508,0.24856977522038134,0.45387571183169595,0.3558093044410639,0.358390002811989,0.36992825816610386,0.2845325404774534,0.36148270308276187,0.2483672727378642,0.22304408945559062,0.21030704955224405,0.3701217954550503,0.3664405110670485,0.3180957064875941,0.35260366326091597,0.30713042748305464,0.36858263951259307,0.36805861776227194,0.23753825647872273,0.2755661625756124,0.31016241840186715,0.39289649455792586,0.2618032388446522,0.2947419636160529,0.31011118508102176,0.9098075962375346,0.9090363966538663,0.31302189964845534,0.23370130697504818,0.2714975011877192,0.3473303196144873,0.3334707897557034,0.22571677433102566,0.3141140717810396,1.0,0.24543779792252285,0.22535785534617117,0.27490200193909703,0.24545145964552564,0.2299116915066857,0.3504576416219258,0.9891899520780696,0.319617412412171,0.2604557857445094,0.28759918187531786,0.24007852231588206,0.2117533636148371,0.8880806442968258,0.3395149545946147,0.3049147728414941,0.24606237202354544
3N85_A_LH,0.2794318215215988,0.2747972619020725,0.25392864135538046,0.30622428725256584,0.2705292878145741,0.26294759689825487,0.2949460044002782,0.2997800011398534,0.30351392140291117,0.3522130927571548,0.3225122150003955,0.9439358004588035,0.27696736207070294,0.27668997981626964,0.3033285941151739,0.3101250187064892,0.30723064470964384,0.31934058952671557,0.3184582854627425,0.3084626008995484,0.31217848449879476,0.4799469509715102,0.3532405027250849,0.34399353137892424,0.3489603482523763,0.27911011358920784,0.28480538479121303,0.2761874727399657,0.3095593208881325,0.3090865118736477,0.3051284108367664,0.9545624956472145,0.2666892737747292,0.3192654270456737,0.31120564100687653,0.2772122021957121,0.32787086000925747,0.24543779792252285,1.0,0.251854649199523,0.26647379921803055,0.25880197252421966,0.25578443037401244,0.2773997136233561,0.26917512947579936,0.3506398164490561,0.2997433581108141,0.9223894483887973,0.48012420189890814,0.5219148336800615,0.2909828806279936,0.25345963513071146,0.27491389502919256,0.20008868084466253
3NGB_HL_G,0.3719759464268334,0.2637916273163902,0.26315148758363155,0.28480492760445925,0.36552505345049247,0.39306213400566775,0.29599726634167484,0.28233043689719883,0.29847023241675236,0.32989433494649,0.2822445467844942,0.24695652503473617,0.28610663357557176,0.28284701772292514,0.29388791853647334,0.28502832308688514,0.2790372251538179,0.2846476521994718,0.2783661252360033,0.280777795423645,0.2809685936546741,0.24217455068138471,0.3242899297217435,0.32292038448407995,0.37765149985209157,0.8230212547371688,0.3495988429710177,0.35467937438965363,0.2731161537296314,0.2821758743660576,0.3250352915129497,0.25500584390938724,0.26113605294650666,0.32903828870579677,0.28154264341168467,0.7940555546154386,0.2892842941955949,0.22535785534617117,0.251854649199523,1.0,0.2945781892485839,0.9901947068767176,0.9886774138953929,0.2853297726482679,0.30023442455300775,0.3751716860105952,0.643542806359349,0.32923934897542295,0.2591300451217641,0.25461790413598356,0.3062588815926276,0.3518262564853657,0.3454853721027913,0.19135529136717624
3NPS_A_BC,0.2587989028059994,0.28805095392142477,0.29563268507121276,0.32752079961908337,0.3095751725658552,0.4122858435894409,0.3248011679881294,0.35243524222531103,0.3249001695442112,0.33714621337152517,0.32720416689186604,0.28919029457301043,0.3376209562735486,0.3457795044365166,0.3484210454655339,0.3331187871346962,0.37347699781794286,0.3337976589960705,0.3710707074139339,0.3317432565286041,0.33058331533141927,0.28053594570948653,0.32758707332923415,0.4657395911184873,0.39262299959878155,0.32593481064921564,0.30854822050553965,0.3133085486347684,0.26555870709428137,0.2641958047439984,0.3198110967648932,0.2658776066040263,0.991290490265128,0.32161295232343756,0.3303778294015635,0.3216627019859448,0.2991191092314452,0.27490200193909703,0.26647379921803055,0.2945781892485839,1.0,0.2639782075721145,0.2662874257645827,0.2922187298277925,0.3041336434663911,0.3132125056887213,0.34825010408101104,0.2637369760717145,0.24795717358335304,0.256545444893932,0.3202454652036027,0.3144106277900822,0.28981264146713415,0.2719508858098209
3SE8_HL_G,0.37743750688738537,0.2645128235248145,0.26084891518273523,0.3085126210072618,0.36293650755802565,0.3907459435712857,0.29652651900663135,0.2805630420573408,0.2786798940341377,0.324481467278813,0.30062726309441745,0.24050057224299903,0.28749797674066363,0.286291237272959,0.2732486142695455,0.3043279764879501,0.30823181551439216,0.3042589019124615,0.30876670483414387,0.29950402417224314,0.278113296835143,0.24307879759582574,0.3270146879019969,0.32541215223081243,0.38775046973940674,0.8230191732975719,0.3525267749145149,0.3554589852324075,0.26598743959408133,0.27577030124658936,0.29503547551831777,0.2441981932304903,0.26880243160242057,0.3248442471115678,0.2849507372932745,0.7950501611581595,0.34724764449930473,0.24545145964552564,0.25880197252421966,0.9901947068767176,0.2639782075721145,1.0,0.9907094786944355,0.2762302918154198,0.27335557147477735,0.37323990618582903,0.6434656356627817,0.3306251579845052,0.22904267813485382,0.25490510997805294,0.30610606781170646,0.35385575142771275,0.34500962148579867,0.19558387003451225
3SE9_HL_G,0.37704286655111247,0.26556009894806654,0.2853051455738192,0.27548296061794886,0.35981394527257915,0.38184202172423526,0.2788349055515932,0.2765652646300461,0.2837175091921881,0.3280472035005057,0.2941670767380088,0.2498579205263483,0.28769024500241347,0.28805215970829023,0.27781762092386525,0.28670424274752304,0.2808241226406699,0.2776243574753336,0.2782046609393637,0.2876124131584818,0.31656596515787766,0.24098335599333087,0.32326318509240154,0.34730731018150807,0.3753851351566196,0.8177446498397885,0.3510083370829509,0.35140372850169543,0.2763011446153333,0.27641869288078424,0.32189899818072515,0.24551872593517743,0.26986965802552726,0.3866614348954962,0.28319508407003124,0.7951405133915808,0.34870933962865036,0.2299116915066857,0.25578443037401244,0.9886774138953929,0.2662874257645827,0.9907094786944355,1.0,0.2834450262130737,0.30195878589863634,0.3775935864020373,0.6426890126728496,0.3307350513704284,0.2609280740591458,0.2618386933566878,0.3076013693572832,0.33703968176118027,0.34631589715124644,0.20053968567277458
3W2D_A_HL,0.2516400123944118,0.30008695455729967,0.30118305246164195,0.30665789362364976,0.3040931349097693,0.40282777227293654,0.30661729648334624,0.2942362943019118,0.3066858930327182,0.34295372065754604,0.30889571727436665,0.28256814053247975,0.36174582172346326,0.36295242032680575,0.30054569067046094,0.30866215196629326,0.3060870689597194,0.3075444237183767,0.3137679930580499,0.3072233753844952,0.31306853359266984,0.28616158967054817,0.317921492020272,0.3713426864022472,0.4365469315535409,0.24463107843917445,0.3078062455565685,0.3081575262922358,0.35507965559012195,0.3538218726688606,0.29308214584604486,0.285263959123007,0.28814661643562517,0.3036727787937938,0.3035493053911745,0.28581782095123737,0.3170580576778431,0.3504576416219258,0.2773997136233561,0.2853297726482679,0.2922187298277925,0.2762302918154198,0.2834450262130737,1.0,0.3709064648803508,0.3173973866266285,0.30448771215147724,0.2481287012666491,0.23467842656572038,0.2500198479147405,0.3744194751196868,0.35038418397043547,0.3232664448909068,0.22911677615684106
4GXU_ABCDEF_MN,0.3157392036215629,0.3659189466028233,0.34416879036561476,0.3375397276336976,0.3095379436092798,0.47851345525644173,0.32284882409134885,0.32979744008617895,0.3227622190885492,0.3218831811039533,0.3172481862491136,0.2530679912390314,0.324228505615689,0.3311874954501632,0.3250311417039951,0.32469582240825806,0.33782237489211964,0.3250751538774624,0.34515166491314575,0.32498126260978893,0.33444629391141173,0.2736458832558302,0.32938576252379986,0.34923765848400373,0.4650430178454458,0.3514216534187601,0.22057007149832572,0.21805799450167931,0.9067071256408223,0.9062511835993078,0.3506041807588857,0.25561418780078277,0.30449375408347784,0.3497634990492392,0.3332536106839133,0.3387110574208823,0.37270844081288973,0.9891899520780696,0.26917512947579936,0.30023442455300775,0.3041336434663911,0.27335557147477735,0.30195878589863634,0.3709064648803508,1.0,0.31875182671471625,0.31464111828752966,0.36423854260164307,0.253245562156053,0.2960698265473854,0.9008998920042568,0.38830809807240113,0.3238190833979925,0.3098187246514371
4I77_HL_Z,0.27025235996860714,0.2658233918242721,0.27077126958467485,0.27392241472136597,0.3277002293750043,0.2624560132450848,0.28455425862332195,0.31193789330723337,0.2717925012337826,0.3406659585816158,0.30593319449177303,0.35889138093891915,0.36129000011796986,0.3501619385544121,0.2755515102778535,0.29810448945164153,0.30648855059480384,0.29209611032288235,0.3008938489807789,0.3057120158639819,0.3012014842671358,0.292134180317323,0.33401406145914747,0.3570714293914356,0.34825310142549143,0.3305932527504177,0.34059948427375086,0.3526928885608533,0.3164211407097559,0.31693499672130887,0.21039139784834976,0.35248186651261415,0.311057257735645,0.8710035032534771,0.29253889290654916,0.3485075895841287,0.9399642608993591,0.319617412412171,0.3506398164490561,0.3751716860105952,0.3132125056887213,0.37323990618582903,0.3775935864020373,0.3173973866266285,0.31875182671471625,1.0,0.33652137335194376,0.27594436725742866,0.302576138835214,0.2959398175383797,0.39676177039516725,0.3852375834524299,0.29053837816376843,0.3135288250023112
4JPK_HL_A,0.27789083254949615,0.27211789004431153,0.267542033375844,0.3234820402112092,0.3133841275336328,0.4163119757263631,0.29778928439216806,0.2987010433793529,0.29831093371680856,0.2805841004173471,0.31494470280572345,0.28151183011496295,0.32625481666241396,0.32482641830761966,0.29979642585714,0.3237106579073081,0.3244175982376294,0.2873205315490532,0.28866210479396376,0.2839571330088212,0.320091769410212,0.277547735623712,0.28463294991799876,0.3120198425852465,0.36217952356157523,0.6586456863575109,0.3532350060607593,0.35074287603060345,0.2661288613366452,0.2617691865190144,0.32804413385687475,0.3011896215178454,0.3542200905072254,0.298835698789322,0.30378093438717146,0.6614812964378348,0.28087694838124705,0.2604557857445094,0.2997433581108141,0.643542806359349,0.34825010408101104,0.6434656356627817,0.6426890126728496,0.30448771215147724,0.31464111828752966,0.33652137335194376,1.0,0.2715537176939461,0.2594894336917333,0.27532679932318166,0.28301242028182183,0.27782655933855177,0.2378253040977793,0.3219793160351901
4KRL_A_B,0.2666989678364253,0.23033534236385464,0.23083946232073937,0.292611647513437,0.2806091491529215,0.2608477606969072,0.2898755446396844,0.3078087474368705,0.2908815077991398,0.3399904677932319,0.3019515607160339,0.9065005243066349,0.30846612966446296,0.3106534222242415,0.2928158519901088,0.29108854266322215,0.2906179859282621,0.2920862670068084,0.2897307562712628,0.29807182631098567,0.29293814542952157,0.9847823285943283,0.3085448644807011,0.38455335075628094,0.28020534843654615,0.29151604897363653,0.3637336061688708,0.36819859002845534,0.28289637464429845,0.281912915600043,0.2741445004618021,0.9080255041929461,0.26273697637212656,0.28425266966876356,0.29572499712448524,0.32400968819283865,0.30676455317138673,0.28759918187531786,0.9223894483887973,0.32923934897542295,0.2637369760717145,0.3306251579845052,0.3307350513704284,0.2481287012666491,0.36423854260164307,0.27594436725742866,0.2715537176939461,1.0,0.9864343533705173,0.9874724084549683,0.3175613392533088,0.22272529291505042,0.25007828489921324,0.26735076907354693
4KRO_A_B,0.2768296550457647,0.2805432996091556,0.27252237738505214,0.269882252730819,0.25472265602927163,0.27080917444108443,0.2537363582114473,0.2741157350543514,0.30480916294780985,0.314316862190619,0.27498912381754187,0.47435066315400976,0.2412368744986744,0.24244605498194455,0.2732313958842649,0.2688266814548754,0.27444091317188896,0.26570125758068325,0.2655646734196026,0.2644171757943698,0.27230849478774083,0.8160061788645991,0.3160252777059907,0.37473728368798526,0.2775758993072497,0.2580403746766811,0.31307085107622007,0.31304744554553043,0.24491597597359546,0.24566240074868353,0.2858095643999773,0.4791306240920171,0.25638499655776015,0.272943963494503,0.2736763669110824,0.25832394212559545,0.2773114627615273,0.24007852231588206,0.48012420189890814,0.2591300451217641,0.24795717358335304,0.22904267813485382,0.2609280740591458,0.23467842656572038,0.253245562156053,0.302576138835214,0.2594894336917333,0.9864343533705173,1.0,0.9645321353499535,0.2677403836390835,0.23848586115012715,0.2942728704414298,0.18327712840951663
4KRP_A_B,0.28324761751809396,0.25629519419254093,0.2949742158419945,0.250606322102098,0.2451914250680122,0.2628431978000927,0.2559363349723016,0.2968555001254567,0.2611233755739871,0.31412949824635594,0.2866031234237895,0.48835308510434744,0.2399732565857754,0.23715822533250985,0.25534444061284584,0.2485507254488306,0.2606812187247494,0.31214976714620507,0.24343826223059079,0.25716826965086387,0.23356370847141222,0.8405288149093951,0.31652071710496354,0.3824010416488699,0.28169494298425296,0.2615429337966827,0.32369920259528323,0.3258395235841925,0.2428921920201728,0.2573178661662732,0.28393999329574593,0.47929646617760363,0.25384282316472173,0.27741543764128995,0.27054088633792106,0.22102652269422343,0.2814926814309251,0.2117533636148371,0.5219148336800615,0.25461790413598356,0.256545444893932,0.25490510997805294,0.2618386933566878,0.2500198479147405,0.2960698265473854,0.2959398175383797,0.27532679932318166,0.9874724084549683,0.9645321353499535,1.0,0.27569509266513453,0.2203853621363886,0.29118182210216864,0.20563657335106594
4NM8_ABCDEF_HL,0.334948150909034,0.3180567723402865,0.3349727565031663,0.36589531708580514,0.3507808696287725,0.41748622694819887,0.35877180668805425,0.36226743181120247,0.3584757231853331,0.3065288653933251,0.3683617842862583,0.2821806284572776,0.3077523184973855,0.33862147121321473,0.3659695417394364,0.36043807851659293,0.3636610662267726,0.36512825129389814,0.36706290551933046,0.36135183228080614,0.3657962632788341,0.26928017042196656,0.3285102251675692,0.3206896967105083,0.38076495053363035,0.35016882248476655,0.21968494049903362,0.21900118487490353,0.9904335468188497,0.9906860103304508,0.3105429342940711,0.27634899009203834,0.3243642416307876,0.34974541726280045,0.36973900213207755,0.32346407202130356,0.417857979914527,0.8880806442968258,0.2909828806279936,0.3062588815926276,0.3202454652036027,0.30610606781170646,0.3076013693572832,0.3744194751196868,0.9008998920042568,0.39676177039516725,0.28301242028182183,0.3175613392533088,0.2677403836390835,0.27569509266513453,1.0,0.3468942593387528,0.33217038059176807,0.28117505857781433
4U6H_AB_E,0.2637671128051907,0.22343113339286447,0.2375031891905233,0.3354176238385715,0.2822919443633919,0.3701779180510999,0.3177651087458171,0.31918768314970264,0.3204348416544693,0.35619946025367416,0.3341803178385394,0.27521304364643495,0.3173456240364943,0.3083800975952214,0.32044520411413535,0.33615633494906993,0.33565976966235644,0.3386058202637938,0.3366202407553179,0.335699818907593,0.33492235206492516,0.24941387166833456,0.34896894771818765,0.3475338772573363,0.36776495278478694,0.2941400210189512,0.36211658064632624,0.3597018050082533,0.2746984083897177,0.2746160865049173,0.2758987287681767,0.27029830718206693,0.2894493342952666,0.34305218573642915,0.32502231410787275,0.3157441272235148,0.33250591789310585,0.3395149545946147,0.25345963513071146,0.3518262564853657,0.3144106277900822,0.35385575142771275,0.33703968176118027,0.35038418397043547,0.38830809807240113,0.3852375834524299,0.27782655933855177,0.22272529291505042,0.23848586115012715,0.2203853621363886,0.3468942593387528,1.0,0.26041670283169993,0.28321238408313715
4ZS6_HL_A,0.3143429524638546,0.27834111293265346,0.26826048291656884,0.3443074099088959,0.27129571464838925,0.36787284445992985,0.35074504733645256,0.34582795304753355,0.3487650700533639,0.2431330139622793,0.3266278591174081,0.28677007001437066,0.30784249308314116,0.3313869922663373,0.3365052251151365,0.3493416572610598,0.34657890586946793,0.34401585147461644,0.3430362022727786,0.3442916772506394,0.33786376384890143,0.2808629677315247,0.23838442894485135,0.331129688720356,0.3758836338682098,0.3356194119206242,0.32409627022520093,0.28718415747907716,0.2984736721108467,0.28491864076796636,0.32770699132003817,0.27594037199929666,0.2933041430595912,0.31290603449453713,0.34493467417582513,0.25918114851437507,0.28953306611359264,0.3049147728414941,0.27491389502919256,0.3454853721027913,0.28981264146713415,0.34500962148579867,0.34631589715124644,0.3232664448909068,0.3238190833979925,0.29053837816376843,0.2378253040977793,0.25007828489921324,0.2942728704414298,0.29118182210216864,0.33217038059176807,0.26041670283169993,1.0,0.27060610552209646
